id_en;sentence_en;id_sk;sentence_sk
8395656;She was running.;9130038;Bežala.
8395656;She was running.;9130039;Behala.
2203765;Who ran?;9130044;Kto bežal?
1967354;The tiger escaped from the zoo.;4642123;Tiger ušiel zo ZOO.
3791113;Tom's new puppy is so small he can fit into the palm of your hand.;9130079;Tomovo nové šteniatko je tak malinké, že sa vám zmestí do dlane.
3436593;Tom is very honest.;9130083;Tom je veľmi čestný.
3331682;Children generally have a higher body temperature than adults.;9130091;Deti majú zvyčajne vyššiu telesnú teplotu ako dospelí.
1208883;Bring me that glass of milk.;9130099;Prines mi ten pohár mlieka.
69058;Do you speak Japanese?;9130103;Hovoríte japonsky?
1989778;Can you speak Japanese?;9130103;Hovoríte japonsky?
293618;He is not a doctor but a teacher.;9130108;Nie je lekárom, ale učiteľom.
35484;It is neither more nor less than absurd.;9130117;Je to proste nezmyselné.
433647;I've seen that.;9130119;Videl som to.
254808;I've seen it.;9130119;Videl som to.
2247400;I saw that.;9130119;Videl som to.
2247397;I saw it.;9130119;Videl som to.
4321203;Are you ten?;2921843;Máš desať rokov?
3826765;Tom is richer than I am.;9130129;Tom je odo mňa bohatší.
456423;My friend feels very ill.;9130138;Môj priateľ sa cíti veľmi zle.
456423;My friend feels very ill.;9130142;Moja priateľka sa cíti veľmi zle.
2954139;What does this remind you of?;9130146;Čo ti to pripomína?
2695592;What does it remind you of?;9130146;Čo ti to pripomína?
6351983;What does that remind you of?;9130146;Čo ti to pripomína?
2698862;I don't like that idea.;9130274;Nepáči sa mi tá myšlienka.
1046747;I don't fancy that idea.;9130274;Nepáči sa mi tá myšlienka.
1114168;When is he coming back?;9130906;Kedy sa vráti?
6352208;I'll be in Boston next month.;9131021;Budúci mesiac budem v Bostone.
7159856;I'll be in Australia next month.;9131023;Budúci mesiac budem v Austrálii.
4275967;Tom didn't want to go to the doctor.;9133822;Tom nechcel ísť k lekárovi.
9133742;He had forgotten that he had a French lesson today.;9133825;Zabudol, že má dnes hodinu francúzštiny.
9136455;I got off the horse.;9136458;Zosadol som z koňa.
6108768;Tom never does that.;9136461;Tom to nikdy nerobí.
7404160;She said she's very hungry.;9136462;Povedala, že je veľmi hladná.
6337774;I can speak French better than Tom can.;9136463;Hovorím francúzsky lepšie než Tom.
6337773;I can speak French better than Tom.;9136463;Hovorím francúzsky lepšie než Tom.
4889695;Tom never did it again.;9136465;Tom to nikdy znova neurobil.
2953697;We must consider all options.;9136466;Musíme zvážiť všetky možnosti.
6823835;We must consider all the options.;9136466;Musíme zvážiť všetky možnosti.
7737233;Tom wasn't drinking.;9136467;Tom nepil.
6265860;Monday will be a windy day.;9136468;V pondelok bude veterno.
3416891;Tom is really shy, isn't he?;9136469;Tom je veľmi hanblivý, všakže?
3330559;I don't have time to do everything Tom wants me to do.;9136471;Nemám čas urobiť všetko, čo chce Tom.
302270;He intends to visit the farm on Sunday.;9136472;V nedeľu má v úmysle navštíviť gazdovstvo.
69089;You don't have to get up early.;9136475;Nemusíš vstávať skoro.
4500641;Tom looked like he was bored.;9136476;Tom vyzeral znudene.
7422302;Does Tom live around here?;9136478;Býva Tom tu v okolí?
8823032;Does Tom live in this area?;9136480;Býva Tom v tejto oblasti?
277590;How about going for a walk after lunch?;9136481;Čo tak ísť po obede na prechádzku?
6113646;Why didn't Tom do that today?;9136486;Prečo to Tom neurobil dnes?
2143156;I can't wait all day.;9140954;Nemôžem čakať celý deň.
2539395;They'll find out about what happened.;9141217;Dozvedia sa o tom, čo sa stalo.
2459833;I'm not an expert.;9141218;Nie som odborníkom.
869423;I'm no expert.;9141218;Nie som odborníkom.
2548690;I'm not the expert.;9141218;Nie som odborníkom.
5036693;I'm not a specialist.;9141218;Nie som odborníkom.
6417855;Mary poured herself a second cup of coffee.;9141227;Mária si naliala druhú šálku kávy.
4498569;I feel very honored.;9141231;Cítim sa veľmi poctený.
4498569;I feel very honored.;9141232;Je to pre mňa veľká česť.
9086539;She spoke Czech.;9141732;Hovorila česky.
5871071;Do you speak Czech?;9141734;Hovoríte česky?
5871071;Do you speak Czech?;9141737;Hovoríš česky?
3914048;I knew him a long time.;9141739;Poznal som ho dlho.
7492696;Obedience isn't enough.;9141741;Poslušnosť nestačí.
3734117;Obedience is not enough.;9141741;Poslušnosť nestačí.
9141736;“Go, she's waiting for you”.;9141743;„Choď, čaká ťa.”
3914094;I want to kiss you goodbye.;9141759;Chcem ťa pobozkať na rozlúčku.
3184870;You may stay.;9141762;Môžeš zostať.
2254940;You can stay.;9141762;Môžeš zostať.
482338;Our eyes take time to adjust to the dark.;9141780;Našim očiam chvíľu trvá, kým sa prispôsobia tme.
23337;Our eyes take time to adjust to the darkness.;9141780;Našim očiam chvíľu trvá, kým sa prispôsobia tme.
7384364;She always carries a book with her.;9141784;Vždy so sebou nosí knihu.
6438981;I think Tom isn't very happy.;9141788;Myslím, že Tom nie je veľmi šťastný.
7170269;I think that Tom isn't very happy.;9141788;Myslím, že Tom nie je veľmi šťastný.
6271749;I know that I did that.;9141794;Viem, že som to urobil.
7522047;I know I did that.;9141794;Viem, že som to urobil.
5759672;I wish none of this ever happened.;9141799;Kiež by sa nič z tohto nestalo.
4664966;Tom has authored several books.;9141802;Tom je pisateľom niekoľkých kníh.
2542243;Tom has written several books.;9141804;Tom napísal niekoľko kníh.
3023741;Tom has written a couple of books.;9141804;Tom napísal niekoľko kníh.
6221643;Tom has written many books.;9141807;Tom napísal mnoho kníh.
6221641;Tom has written a lot of books.;9141807;Tom napísal mnoho kníh.
6221642;Tom has written lots of books.;9141807;Tom napísal mnoho kníh.
9141808;I hope that you're right.;9141809;Dúfam, že máš pravdu.
8154882;Relax your arm.;9141814;Uvoľnite ruku.
9141610;I live on the tenth floor.;9141818;Bývam na desiatom poschodí.
286162;His words embarrassed me.;9141821;Jeho slová ma zahanbili.
5607300;Slavery still exists.;9141825;Otroctvo stále jestvuje.
9056144;I'll check what time the train arrives.;9141833;Pozriem kedy prichádza vlak.
326216;I will check what time the train arrives.;9141833;Pozriem kedy prichádza vlak.
9141856;This region is famous for its grapes.;9141864;Táto oblasť je známa svojím hroznom.
2545685;What time's the meeting?;9141869;Kedy je stretnutie?
2545685;What time's the meeting?;9141871;Kedy je schôdza?
4771427;What time is the meeting?;9141869;Kedy je stretnutie?
4771427;What time is the meeting?;9141871;Kedy je schôdza?
9141872;My hair grows too slowly.;9141875;Moje vlasy rastú príliš pomaly.
5152272;Aren't you satisfied?;8196989;Nie si spokojný?
3095092;Aren't you pleased?;8196989;Nie si spokojný?
51726;All men are equal before God.;9141895;Všetci ľudia sú si pred Bohom rovní.
9141894;This is a honeycomb.;9141902;Toto je včelí plást.
2261164;Tom said no.;9143984;Tom povedal nie.
9050317;Even when I'm lying down, I'm tired.;9144092;Dokonca i keď ležím, som unavený.
8455832;Tom hasn't yet named the puppy.;9144094;Tom ešte nepomenoval šteniatko.
7431363;What is this all about here?;9144098;O čo tu ide?
7125981;Someone spilled milk.;9144101;Niekto rozlial mlieko.
7125982;Somebody spilled milk.;9144101;Niekto rozlial mlieko.
6350765;How many times did that happen?;9144104;Koľkokrát sa to stalo?
2912532;How many times did it happen?;9144104;Koľkokrát sa to stalo?
2912542;How many times has that happened?;9144104;Koľkokrát sa to stalo?
6871146;That would have been simple.;9144107;To by bolo jednoduché.
3732956;That would've been simple.;9144107;To by bolo jednoduché.
452736;Don't enter.;9144111;Nevstupuj!
452736;Don't enter.;9144112;Nevstupujte!
2245347;Don't go in.;9144111;Nevstupuj!
2245347;Don't go in.;9144112;Nevstupujte!
452991;Don't come in.;9144111;Nevstupuj!
452991;Don't come in.;9144112;Nevstupujte!
411667;You're right.;8279791;Máš pravdu.
2527458;You are right.;8279791;Máš pravdu.
2202700;You're correct.;8279791;Máš pravdu.
375828;Watch out!;8846391;Pozor!
36419;Why?;7480051;Prečo?
2474440;For what reason?;9144169;Z akého dôvodu?
8882384;Tom is reading a book about gardening.;9144179;Tom číta knihu o záhradkárstve.
8272452;I'm looking for somebody to play chess with.;9144182;Hľadám niekoho, s kým by som si mohol zahrať šach.
8160827;I'm looking for someone to play chess with.;9144182;Hľadám niekoho, s kým by som si mohol zahrať šach.
6092708;Sit.;9144189;Sadni.
6092709;Sit!;9144189;Sadni.
438942;You must go.;5756448;Musíš ísť.
438942;You must go.;9144201;Musíte ísť.
9126820;Why do you follow those perverted rules?;9144264;Prečo dodržiavate tieto zvrátené pravidlá?
4135028;Why do you want to go fishing?;9144268;Prečo chceš ísť na ryby?
694792;This bird is a wagtail.;9144274;Tento vták je trasochvost.
3273570;He has been working for two hours.;9146467;Pracuje už dve hodiny.
739945;We're out of beer.;9146471;Došlo nám pivo.
2220865;We've run out of beer.;9146471;Došlo nám pivo.
18097;Please take off your shoes.;9146481;Prosím, vyzujte sa.
4054880;Please take your shoes off.;9146481;Prosím, vyzujte sa.
3494654;We're sharpening the knives.;9146486;Brúsime nože.
1410417;I have the right to say what I think.;9146489;Mám právo povedať, čo si myslím.
9146517;Tom is a year older than us.;9146519;Tom je od nás o rok starší.
879079;Yep.;4756829;Hej.
1148358;Yes!;4756829;Hej.
879079;Yep.;7583980;No.
477086;Yes.;7583980;No.
1148358;Yes!;7583980;No.
879079;Yep.;9146681;Uhm.
477086;Yes.;9146681;Uhm.
1148358;Yes!;9146681;Uhm.
1148358;Yes!;4756827;Áno.
879079;Yep.;4756827;Áno.
68946;You were busy.;6366950;Bol si zaneprázdnený.
4918990;I'm going to miss you a lot.;9146705;Veľmi mi budeš chýbať.
63377;I'll miss you so much.;9146705;Veľmi mi budeš chýbať.
71629;I'll miss you very much.;9146705;Veľmi mi budeš chýbať.
3822920;I'll miss you a lot.;9146705;Veľmi mi budeš chýbať.
2542437;I'm going to miss you so much.;9146705;Veľmi mi budeš chýbať.
2248775;It looks ridiculous.;9146713;Vypadá to smiešne.
1092556;Tom wanted Mary to help him in the garden.;9146727;Tom chcel, aby mu Mária pomohla v záhrade.
7385073;He got off his horse.;9146730;Zosadol z koňa.
2541251;Tom burned himself on the stove.;9146733;Tom sa popálil na sporáku.
5737115;I'll do nothing of the kind.;9146736;Nič takého neurobím.
6379786;Wisdom is only found in truth.;9146738;Múdrosť sa nachádza iba v pravde.
3527967;That's good advice.;9146741;Je to dobrá rada.
383594;I see tears in your eyes.;2165659;Vidím slzy v tvojich očiach.
1782865;What's the most beautiful language in the world?;9149947;Ktorý jazyk na svete je najkrajší?
567161;I love the sun.;9149949;Milujem slnko.
8035349;I'm your mother.;9149967;Som tvoja matka.
8035350;I am your mother.;9149967;Som tvoja matka.
436343;I am from Egypt.;2429453;Ja som z Egypta.
2208344;I feel so alone.;9149973;Cítim sa tak sám.
2208344;I feel so alone.;9149976;Cítim sa tak sama.
2549389;I feel so lonely.;9149973;Cítim sa tak sám.
2549389;I feel so lonely.;9149976;Cítim sa tak sama.
2208344;I feel so alone.;9149992;Cítim sa tak osamotene.
2208344;I feel so alone.;9149995;Cítim sa tak osamotená.
2549389;I feel so lonely.;9149992;Cítim sa tak osamotene.
2549389;I feel so lonely.;9149995;Cítim sa tak osamotená.
6352860;This box isn't large enough.;9150059;Táto krabica nie je dostatočne veľká.
6025432;This box isn't big enough.;9150059;Táto krabica nie je dostatočne veľká.
5287059;"It's often easier to say ""yes"", than to say ""no"".";9150076;Často je jednoduchšie povedať „áno“ ako „nie“.
9150070;There is a big tree in front of my house.;9150079;Pred mojím domom je veľký strom.
250510;There is a tall tree in front of my house.;9150082;Pred mojím domom je vysoký strom.
4945653;She did not find it funny.;9150099;Nezdalo sa jej to smiešne.
4945652;He did not find it funny.;9150102;Nezdalo sa mu to smiešne.
7752584;I wish I could go back.;9150106;Kiež by som sa mohol vrátiť.
7752584;I wish I could go back.;9150107;Kiež by som sa mohla vrátiť.
8272922;I wish that I could go back.;9150106;Kiež by som sa mohol vrátiť.
8272922;I wish that I could go back.;9150107;Kiež by som sa mohla vrátiť.
9150110;I bought a kitten.;9150111;Kúpil som mačiatko.
9150100;This machine doesn't work.;9150123;Tento stroj nejde.
9150030;This machine does not work.;9150123;Tento stroj nejde.
954030;It doesn't make much sense to me that it works well on my computer, but not on yours.;9150131;Nedáva to žiaden zmysel, že na mojom počítači to ide, no na tvojom nie.
2649139;Is that my hat?;9150138;To je môj klobúk?
770844;Cockroaches are insects.;9150140;Šváby sú hmyz.
494218;I fell in love with her at first sight.;9150145;Zamiloval som sa do nej na prvý pohľad.
494218;I fell in love with her at first sight.;9150146;Zaľúbil som sa do nej na prvý pohľad.
1005070;I fell in love with her on first sight.;9150145;Zamiloval som sa do nej na prvý pohľad.
1005070;I fell in love with her on first sight.;9150146;Zaľúbil som sa do nej na prvý pohľad.
816084;Even in rain and snow I enjoy mountain-climbing.;9150150;Horolezectvo ma baví aj v daždi aj v snehu.
7403834;He knew that he was right.;9150153;Vedel, že má pravdu.
7405725;He knew he was right.;9150153;Vedel, že má pravdu.
7403835;She knew that she was right.;9150156;Vedela, že má pravdu.
7405726;She knew she was right.;9150156;Vedela, že má pravdu.
315558;She hid behind the door and held her breath.;9150158;Skryla sa za dvere a zatajila dych.
259814;I am interested in Japanese history.;9150159;Zaujímajú ma japonské dejiny.
4765823;I'm interested in Japanese history.;9150159;Zaujímajú ma japonské dejiny.
5112898;Japanese history interests me.;9150159;Zaujímajú ma japonské dejiny.
4765824;I'm interested in the history of Japan.;9150159;Zaujímajú ma japonské dejiny.
48961;Turn left at the corner.;9150162;Na rohu zabočte doľava.
48961;Turn left at the corner.;9150165;Na rohu zahnite doľava.
293808;He was completely tired from walking all day.;9156521;Bol úplne vyčerpaný z celodenného chodenia.
